id,topic,source,q,opts,ans_idx,exp,category,category_icon,is_active
1025,Gombe Paper 2,Gombe Paper 2,"About complication of NG placement, which one may occur?","[""Incomplete insertion"",""Tube coiling within the oesophagus or hypopharynx"",""Tube misplacement in the tracheobronchial tree, lung parenchyma, pleural space, or even through the diaphragm may occur"",""All of the above may occur""]",3,"All of the listed misplacements (coiling, tracheobronchial passage, incomplete insertion) are recognised NG tube complications.",Respiratory,🫁,true
1026,Gombe Paper 2,Gombe Paper 2,The following imaging modalities are ionizing radiations except,"[""Conventional X ray"",""Fluoroscopy"",""MRI"",""CT scan""]",2,"MRI does not use ionizing radiation, unlike X-ray, fluoroscopy, and CT.",Mixed Revision,📚,true
1027,Gombe Paper 2,Gombe Paper 2,Large intestinal obstruction,"[""Less commonly seen than small bowel obstruction."",""Causes include diverticulitis and inflammatory."",""It is commoner in the young."",""If the ileocecal valve is patent a closed loop obstruction occurs leading to vascular compromise and ischaemia.""]",2,Large bowel obstruction is less common in the young; causes and other features apply more broadly to older adults.,"GI, Endocrine & Metabolic",🍽️,true
1028,Gombe Paper 2,Gombe Paper 2,X ray features of large intestinal obstruction,"[""The large bowel is seen to be dilated peripherally ('picture frame' appearance)."",""The haustral pattern traverse the colon as compared to small bowel valvulae conniventes."",""Distended small bowel loops seen with an incompetent ileocecal valve."",""Caecal distension 8 cm increases the likelihood of caecal perforation.""]",2,"A competent ileocecal valve traps gas, causing progressive caecal distension rather than small bowel dilation.","GI, Endocrine & Metabolic",🍽️,true
1029,Gombe Paper 2,Gombe Paper 2,The following are interventional radiology procedures except,"[""Angioplasty."",""Stenting"",""Thrombogenesis."",""Embolization""]",2,"Thrombogenesis (clot formation) is the opposite of what interventional radiology aims for — angioplasty, stenting, and embolisation are actual IR procedures.",Mixed Revision,📚,true
1030,Gombe Paper 2,Gombe Paper 2,About endotracheal and tracheostomy tube insertion. Which one is not true,"[""Malpositioning of the endotracheal tube (ETT) occurs in approximately 35% of endotracheal intubations."",""The clinical assessment of tube location is frequently inaccurate, and a chest radiograph should be obtained immediately following intubation."",""With the neck in neutral position, the ideal position of the tube tip is 5 to 7 cm above the carina;"",""In 90% of patients, the carina projects between the fifth and seventh thoracic vertebrae on the portable radiograph""]",0,"Malposition occurs in a substantial proportion (often cited around a third) of ETT placements, confirming the need for routine post-intubation X-ray.",Respiratory,🫁,true
1031,Gombe Paper 2,Gombe Paper 2,About the risk of endotracheal intubation,"[""The aortic arch also may be used to estimate tube location"",""If the ETT is too high, there is a risk of either inadvertent extubation or hypopharyngeal intubation,"",""If the ETT is too low, selective intubation of the right mainstem bronchus may occur, hyperinflation of the right lung, and possible pneumothorax."",""The balloon cuff should fill and dilate the trachea.""]",3,"The balloon cuff seals but should not overly dilate the trachea — overinflation risks tracheal injury, making this the incorrect statement.",Respiratory,🫁,true
1032,Gombe Paper 2,Gombe Paper 2,Central venous catheters (CVCs),"[""CVCs are used frequently in the ICU patient for venous access, monitoring central venous pressure, and haemodialysis."",""The subclavian, internal jugular, and femoral veins are the sites of venous access used most commonly;"",""Smaller-calibre central catheters can also be peripherally inserted via antecubital veins."",""CVCs inserted via a thoracic vein are not visible on the chest radiograph""]",3,"CVCs inserted via any central vein, including thoracic veins, are visible on chest X-ray — the statement claiming otherwise is false.",Renal & Fluid Balance,💧,true
1033,Gombe Paper 2,Gombe Paper 2,About central venous catheters select the wrong answer,"[""Appropriate catheter position must be verified radiographically"",""Malposition has been described in up to 80% of CVCs."",""Positioning of the catheter tip within the right atrium is common and may result in cardiac perforation and tamponade."",""Placement into the right ventricle may result in arrhythmias secondary to irritation of the endocardium or interventricular septum""]",1,Reported CVC malposition rates are much lower than 80% — that figure is incorrect.,Cardiovascular,🫀,true
1034,Gombe Paper 2,Gombe Paper 2,About misplacement of central venous catheters,"[""A misplaced CVC can result in inaccurate venous pressure readings as well as venous thrombosis or venous wall perforation."",""The most common location for a misplaced catheter entering the subclavian vein is the ipsilateral internal jugular vein."",""More frequently, thoracic CVCs may enter the azygous, internal mammary, superior intercostal."",""Looping, knotting, and kinking of the catheter may also occur""]",2,CVCs more often deviate into veins like the azygous or internal mammary rather than always following the described common path.,Mixed Revision,📚,true
1035,Gombe Paper 2,Gombe Paper 2,About pulmonary artery catheterization all are correct except,"[""The pulmonary artery catheter (PAC) plays an important role in the hemodynamic monitoring of the critically ill patient."",""The catheter is inserted via the subclavian or internal jugular vein and its tip should lie within the right or left ventricle."",""The catheter tip should remain within 2 cm of the hilum."",""Complications such as pneumothorax, vascular injury, infection, and knotting, may occur""]",1,"A correctly positioned PA catheter tip sits in the pulmonary artery, not the ventricle — that statement is incorrect.",Cardiovascular,🫀,true
1036,Gombe Paper 2,Gombe Paper 2,About cardiac pacemaker,"[""Cardiac pacemakers can be inserted by trans venous only"",""Most often the trans venous approach is used"",""The right internal jugular and the left subclavian veins are often preferred"",""When viewed on a chest radiograph, the pacemaker lead should terminate in the right ventricular apex""]",0,"Pacemakers can also be inserted via epicardial/surgical approaches, not only transvenously — making that absolute statement incorrect.",Cardiovascular,🫀,true
1037,Gombe Paper 2,Gombe Paper 2,What is the definition of hypothermia?,"[""A body core temperature above 35.0 oC (95.0 oF) in humans"",""A body core temperature below 35.0 oC (95.0 oF) in humans"",""A body core temperature below 37.0 oC (99.5 oF) in humans"",""A body core temperature below 32.0 oC (90.0 oF) in humans""]",1,Hypothermia is clinically defined as a core temperature below 35.0°C.,Mixed Revision,📚,true
1038,Gombe Paper 2,Gombe Paper 2,What are the symptoms of moderate hypothermia?,"[""Shivering and mental confusion"",""No shivering and increased confusion"",""Hallucinations and paradoxical undressing"",""No obvious vital signs""]",0,Moderate hypothermia classically causes shivering along with confusion.,Mixed Revision,📚,true
1039,Gombe Paper 2,Gombe Paper 2,What are the recommended treatment measures for mild hypothermia?,"[""Heating blankets and warmed intravenous fluids"",""Extracorporeal membrane oxygenation (ECMO)"",""Warm drinks, warm clothing, and physical activity"",""Cardiopulmonary resuscitation (CPR)""]",2,"Mild hypothermia is treated with passive rewarming — warm drinks, clothing, and movement.",Respiratory,🫁,true
1040,Gombe Paper 2,Gombe Paper 2,What is hyperthermia?,"[""An increase in body temperature caused by external factors"",""A decrease in body temperature caused by internal factors"",""An increase in body temperature caused by bacterial or viral infection"",""A decrease in body temperature caused by bacterial or viral infection""]",0,"Hyperthermia is a rise in body temperature driven by external heat factors (unlike fever, which is internally regulated).",Infection Prevention,🦠,true
1041,Gombe Paper 2,Gombe Paper 2,What triggers the elevation of core temperature during fever?,"[""Oral antibiotics"",""Bacterial or viral infection"",""Preoptic region of the anterior hypothalamus"",""Endotoxins""]",1,Fever is triggered by infection (bacterial/viral) acting on the hypothalamic set point.,Infection Prevention,🦠,true
1042,Gombe Paper 2,Gombe Paper 2,Which part of the brain is involved in temperature regulation?,"[""Medulla oblongata"",""Cerebellum"",""Anterior hypothalamus"",""Parietal lobe""]",2,The anterior hypothalamus is the brain's temperature-regulating centre.,Neurology,🧠,true
1043,Gombe Paper 2,Gombe Paper 2,What are the two forms of heat stroke?,"[""Classical and exertional"",""Primary and secondary"",""Mild and severe"",""Acute and chronic""]",0,Heat stroke is classified as classical or exertional.,Neurology,🧠,true
1044,Gombe Paper 2,Gombe Paper 2,What is the definition of anaesthetic death?,"[""Death caused by anaesthesia within 24 hours of the procedure"",""Death of a patient who had anaesthesia regardless of cause within 24 hours"",""Death caused by complications during anaesthesia"",""Death caused by excessive bleeding during surgery""]",0,Anaesthetic death is specifically death caused by the anaesthesia itself within 24 hours.,Shock & Haemorrhage,⚡,true
1045,Gombe Paper 2,Gombe Paper 2,What is the definition of anaesthetic death?,"[""Death caused by anaesthesia within 24 hours of the procedure"",""Death of a patient who had anaesthesia regardless of cause within 24 hours"",""Death caused by complications during anaesthesia"",""Death caused by excessive bleeding during surgery""]",0,Same definition repeated: death directly caused by anaesthesia within 24 hours.,Shock & Haemorrhage,⚡,true
1046,Gombe Paper 2,Gombe Paper 2,What is the function of neuromuscular blockers?,"[""To alleviate musculoskeletal pain and spasms"",""To reduce spasticity in neurological conditions"",""To interfere with transmission at the neuromuscular end plate"",""To relax the skeletal muscles""]",2,Neuromuscular blockers work by interfering with transmission at the neuromuscular junction.,Neurology,🧠,true
1047,Gombe Paper 2,Gombe Paper 2,What is the main target of neuromuscular blockers?,"[""Central nervous system (CNS)"",""Motor end plate"",""Muscle membrane"",""Synoptic vesicles""]",1,The motor end plate (neuromuscular junction) is the primary target of these drugs.,Neurology,🧠,true
1048,Gombe Paper 2,Gombe Paper 2,What is a life-threatening cause of airway obstruction that may require tracheal intubation?,"[""Congenital heart disease"",""Asthma"",""Sinusitis"",""Migraine""]",1,Severe asthma can cause life-threatening airway obstruction requiring intubation.,Cardiovascular,🫀,true
